iso3,uid,country,plant_type,gcd_plant_name,gcd_company_name,gcd_location,status,latitude,longitude,source,accuracy,permid,company_name,reported_capacity,reported_production_start,owner_source,date_accessed,parent_permid,parent_name,desc,num_kilns_1,kiln_type_1,num_kilns_2,kiln_type_2,capacity,capacity_unit,contact,tel,fax
ESP,ESP0008,Spain,Integrated,Alcalá de Guadaira Plant,Cementos Portland Valderrivas,Sevilla,Operating,37.359736,-5.865094,GCD,Exact,4295889359,Cementos Portland Valderrivas SA,1.45,1964,http://www.valderrivas.es/es/cargarAplicacionCentroProductivo.do?identificador=184,2/16/2020,4295889359,Cementos Portland Valderrivas SA,1 Dry - 1.6Mt/yr,1,DRY,,,1.6,Mt/yr,Miguel Angel Martinez Infante,Tel: +34 95 562 98 00,Fax: +34 95 562 98 23
ESP,ESP0009,Spain,Integrated,El Alto Plant,Cementos Portland Valderrivas,"Morata de Tajuña, Madrid",Operating,40.244961,-3.474441,GCD,Exact,4295889359,Cementos Portland Valderrivas SA,2.9,1972,http://www.valderrivas.es/es/cargarAplicacionCentroProductivo.do?identificador=181,2/16/2020,4295889359,Cementos Portland Valderrivas SA,2.8Mt/yr (Grey) 0.3Mt/yr (White),,,,,2.8,Mt/yr,Luis Sanchez,Tel: +34 918 740 500,Fax: +34 918 739 055
ESP,ESP0010,Spain,Integrated,Santa Margarida i els Monjos Plant,Uniland Cementera (Cementos Portland Valderrivas),"Santa Margarida i els Monjos, Barcelona, Catalunya",Operating,41.316271,1.729998,GCD,Exact,4295889359,Cementos Portland Valderrivas SA,1.8,1902,http://www.valderrivas.es/es/cargarAplicacionCentroProductivo.do?identificador=187,2/16/2020,4295889359,Cementos Portland Valderrivas SA,2 Dry - 2.4Mt/yr,2,DRY,,,2.4,Mt/yr,Rafael Oyagüez López,Tel: +34 938983900,Fax: +34 938 186 364
ESP,ESP0011,Spain,Integrated,Hontoria Plant,Cementos Portland Valderrivas,"Palencia, Venta de Baños",Operating,41.941676,-4.46587,GCD,Exact,4295889359,Cementos Portland Valderrivas SA,0.815,1952,http://www.valderrivas.es/es/cargarAplicacionCentroProductivo.do?identificador=183,2/16/2020,4295889359,Cementos Portland Valderrivas SA,2 Dry - 0.81Mt/yr,2,DRY,,,0.81,Mt/yr,Jesús Pareja Cebrián,Tel: +34 979 786 000,Fax: +34 979 786 010
ESP,ESP0012,Spain,Integrated,Mataporquera Plant,Cementos Alfa (Cementos Portland Valderrivas),"Mataporquera, Cantabria",Operating,42.874825,-4.15978,GCD,Exact,4295889359,Cementos Portland Valderrivas SA,0.83,1930,http://www.valderrivas.es/es/cargarAplicacionCentroProductivo.do?identificador=180,2/16/2020,4295889359,Cementos Portland Valderrivas SA,1 Dry - 1.0Mt/yr,1,DRY,,,1,Mt/yr,Jose Miguel Garcia Fernández,Tel: +34 942 770 058,Fax: +34 942 770 243
ESP,ESP0013,Spain,Integrated,Olazagutía Plant,Cementos Portland Valderrivas,Navarra,Operating,42.882983,-2.190187,GCD,Exact,4295889359,Cementos Portland Valderrivas SA,1.055,1903,http://www.valderrivas.es/es/cargarAplicacionCentroProductivo.do?identificador=182,2/16/2020,4295889359,Cementos Portland Valderrivas SA,2 Dry - 1.3Mt/yr,2,DRY,,,1.3,Mt/yr,José Antonio Garcia,Tel: +34 948 466 100,Fax: +34 948 466 110
ESP,ESP0038,Spain,Grinding,TerraFerma Plant,Ciments Terra Ferma,"Les Borges Blanques, Lleida",Operating,41.510001,0.891293,GCD,Exact,,Ciments Terraferma,1,2005,https://www.prefabricatspujol.com/en/products/cement/,3/20/2020,4296123116,Prefabricats Pujol,1.0Mt/yr,,,,,1,Mt/yr,,Tel: +34 973 60 11 00,Fax: +34 973 60 33 66
TZA,TZA0001,"Tanzania, United Republic of",Integrated,Mtwara Cement plant,Dangote Cement,Mtwara,Operating,-10.258078,40.038862,GCD,Exact,5001198258,Dangote Cement PLC,3,2015,http://www.dangotecement.com/operations/tanzania/,2/7/2020,5001198258,Dangote Cement PLC,1 Dry - 3.0Mt/yr (Commissioned 2015),1,DRY,,,3,Mt/yr,Ram Sharma,,
TZA,TZA0003,"Tanzania, United Republic of",Integrated,Wazo Hill Plant,Tanzania Portland Cement (HeidelbergCement Africa),"Wazo Hill, Dar Es Salaam",Operating,-6.662689,39.166959,GCD,Exact,5000452506,Tanzania Portland Cement Company Ltd,2,,https://www.twigacement.com/en,2/8/2020,4295868961,HeidelbergCement AG,3 Dry - 2.0Mt/yr,3,DRY,,,2,Mt/yr,Ahmed El Sawey,Tel: +255 784 108 600,Fax: +255 784 108 609
THA,THA0003,Thailand,Integrated,Saruburi Plant,Asia Cement (HeidelbergCement),"Pukrang, Saruburi",Operating,14.673757,100.803369,GCD,Exact,4296779289,Asia Cement PCL,5,1993,https://www.asiacement.co.th/en/asia-cement-plc,2/8/2020,4295868961,HeidelbergCement AG,2 Dry - 5.0Mt/yr,2,DRY,,,5,Mt/yr,Apichit Akarapattangku,Tel: +66 3624 0700,Fax: +66 3624 0783
TGO,TGO0001,Togo,Grinding,Cimtogo Plant National Cement Plant,Cimtogo (HeidelbergCement) National Cement,"Lomé Lukenya, Mombasa Road, Nairobi",Operating,6.153305,1.2881,GCD,Exact,5037046729,Ciments Du Togo SA,0.75,,https://www.heidelbergcement.tg/en/cimtogo,2/8/2020,4295868961,HeidelbergCement AG,0.6Mt/yr - Fives FCB 2.5Mt/yr,,,,,0.6,Mt/yr,(Φ3.4mx12.75m) R Kemoli,Tel: +228 2 227 0859 Tel: +254 75 602 0000 (/ 610 / 620 / 630),Fax: +228 2 227 7132 Fax: +254 20 202 8169
TGO,TGO0002,Togo,Integrated,,Scantogo (HeidelbergCement),"Tabligbo, Yoto, Maritime",Operating,6.583055,1.516339,GCD,Exact,5037046716,Scantogo Mines SA,1.5,2014,https://www.heidelbergcement.tg/en/scantogo,2/8/2020,4295868961,HeidelbergCement AG,2 Dry - 1.5Mt/yr,2,DRY,,,1.5,Mt/yr,,Tel: +228 2221 0681,Fax: +228 2221 0763
TGO,TGO0003,Togo,,,,,Operating,9.459846,1.221515,https://www.heidelbergcement.tg/en/cimtogo,Exact,5037046729,Ciments Du Togo SA,0.25,,https://www.heidelbergcement.tg/en/cimtogo,2/8/2020,4295868961,HeidelbergCement AG,,,,,,,,,,
TUN,TUN0002,Tunisia,Integrated,Gabes Plant,Société des Ciments de Gabés (SECIL),Gabes,Operating,33.873998,9.993386,GCD,Exact,4296817142,Société des Ciments de Gabès,1.4,,http://www.secil-group.com/a-secil/a-secil-no-mundo/?lang=en#secil_no_mundo_tunisia_en,3/20/2020,4295886745,Secil Companhia Geral de Cal e Cimento SA,2 Dry - 1.8Mt/yr,2,DRY,,,1.8,Mt/yr,Slaheddine Khirouni,Tel: +216 7535 0722,Fax: +216 7535 0074
TUR,TUR0006,Turkey,Integrated,,Çimentaş İzmir Çimento (Cementir Holding),Izmir,Operating,38.427047,27.217029,GCD,Exact,4295893582,Cimentas Izmir Cimento Fabrikasi TAS,2.3,,http://www.cimentas.com.tr/en/plant-detail.aspx?t=1009,2/16/2020,5071500150,Cementir Holding NV,2 Dry - 3.2Mt/yr,2,DRY,,,3.2,Mt/yr,Murat Sela,Tel: +90 232 472 1045,Fax: +90 232 472 1055
TUR,TUR0008,Turkey,Integrated,Kars Cement Plant,Çimentaş - Kars Çimento (Cementir Holding),,Operating,40.575669,43.007643,GCD,Exact,4295893582,Cimentas Izmir Cimento Fabrikasi TAS,0.596,,http://www.cimentas.com.tr/en/plant-detail.aspx?t=1010,2/16/2020,5071500150,Cementir Holding NV,1 Dry - 0.4Mt/yr,1,DRY,,,0.4,Mt/yr,Yasin Sarıçamlık,Tel: +90 474 242 6230,Fax: +90 474 242 6662
TUR,TUR0009,Turkey,Integrated,Trakya Plant,Çimentaş İzmir Çimento (Cementir Holding),Trakya,Operating,41.79704,26.702448,GCD,Exact,4295893582,Cimentas Izmir Cimento Fabrikasi TAS,2.1,,http://www.cimentas.com.tr/en/plant-detail.aspx?t=1011,2/16/2020,5071500150,Cementir Holding NV,1 Dry - 0.7Mt/yr,1,DRY,,,0.7,Mt/yr,İsmail Gümüşdere,Tel: +90 284 323 1104,Fax: +90 284 323 1115
TUR,TUR0024,Turkey,Integrated,Siirt Yolu Plant,Limak Çimento,Kurtalan,Operating,37.962052,41.702529,GCD,Exact,5000865391,Limak Cimento Sanayi ve Ticaret AS,1.2,,http://www.limak.com.tr/sectors/cement/factories/Limak-Kurtalan-Cement,2/6/2020,4298442379,Limak Holding AS,1 Dry - 1.1Mt/yr,1,DRY,,,1.1,Mt/yr,Ali Ozdemir,Tel: +90 484 411 2291 ( / 92 / 93),Fax: +90 484 411 2290
TUR,TUR0029,Turkey,Integrated,Dikilitas Mevkii Plant,Konya Çimento (Vicat),"Selcuklu, Konya",Operating,37.938962,32.533761,GCD,Exact,4295893554,Konya Cimento Sanayii AS,1.5,,http://www.konyacimento.com.tr/cimento-fabrikamiz.aspx,2/11/2020,4295868605,Vicat SA,2 Dry - 2.0Mt/yr,2,DRY,,,2,Mt/yr,S Emin Ensari Korkut,Tel: +90 332 346 0355,Fax: +90 332 345 0365
TUR,TUR0030,Turkey,Integrated,,Baştaş-Baskent Çimento (Vicat),"Elmadağ, Ankara",Operating,39.944254,33.191786,GCD,Exact,4298247875,Bastas Baskent Cimento Sanayi ve Ticaret AS,0.5,,https://translate.google.com/translate?hl=en&sl=tr&u=http://www.bastas.com.tr/&prev=search,2/11/2020,4295868605,Vicat SA,1.4Mt/yr (New 2Mt/yr line being installed),,,,,1.4,Mt/yr,Kutlukhan Dikmenoğlu,Tel: +90 312 864 0100,Fax: +90 312 864 0105
UKR,UKR0006,Ukraine,Integrated,Kramatorsk Plant,Eurocement –Ukraine,Kramatorsk,Operating,48.730626,37.544124,GCD,Exact,5000048982,Eurocement Group - Ukraina PRAT,0.725,1912,https://www.eurocement.ru/cntnt/eng10/plants2/ukraine1/pushka_kra/pushka_kra1.html,2/10/2020,4297884584,Eurocement Holding AG,0.72 Mt/yr,,,,,0.72,Mt/yr,Vitaly Gorgolyuk,Tel: +10 (380626) 423-300,Fax: +10 (380626) 410763
UKR,UKR0007,Ukraine,Integrated,Balakleya Plant,Eurocement –Ukraine,"Balakleya, Kharkiv region",Operating,49.495188,36.74199,GCD,Exact,5000048982,Eurocement Group - Ukraina PRAT,4.447,1963,https://www.eurocement.ru/cntnt/eng10/plants2/ukraine1/eurocement23/eurocement24.html,2/10/2020,4297884584,Eurocement Holding AG,5 Wet – 4.4 Mt/yr,5,WET,,,4.4,Mt/yr,Vitaly Gorgolyuk,Tel: +10 (380626) 423-300,Fax: +10 (380626) 410763
ARE,ARE0003,United Arab Emirates,Integrated,Fujairah Plant,Lafarge Emirates (50% LafargeHolcim),Fujairah,Operating,25.552944,56.226827,GCD,Exact,4296646466,Lafarge Emirates Cement LLC,3.2,,https://www.lafarge.ae/lafarge-uae-a-member-lafargeholcim,2/9/2020,4295890620,LafargeHolcim Ltd,1 Dry - 3.2Mt/yr,1,DRY,,,3.2,Mt/yr,,Tel: +971 7244 8409,Fax: +971 7244 8341
USA,USA0022,United States,Integrated,Sumterville Plant,Suwannee American Cement (CRH),"Sumterville, Florida",Operating,28.760848,-82.025558,GCD,Exact,5065356491,Suwannee American Cement Company LLC,1.2,2006,http://sacement.com/locations/,2/10/2020,4295874867,CRH PLC,1 Dry - 1.2Mt/yr,1,DRY,,,1.2,Mt/yr,Natacha Lago,Tel: +1 352 569 5393,Fax: +1 352 569 5397
USA,USA0034,United States,Integrated,Fernley Plant,Nevada Cement (Eagle Materials),"Fernley, Nevada",Operating,39.62013,-119.263039,GCD,Exact,5000484613,Nevada Cement Co,0.56,,http://www.nevadacement.com/about/,2/4/2020,4296478124,Eagle Cement Corp,2 Dry - 0.6Mt/yr,2,DRY,,,0.6,Mt/yr,Ben Bufmack,Tel: +1 775 575 2281,Fax: +1 775 575 4387
USA,USA0038,United States,Integrated,,Dragon Products (55% Elementia),"Thomaston, Maine",Operating,44.084275,-69.157138,GCD,Exact,4296634685,Dragon Products Co,0.7,,https://www.dragonproducts.com/home,3/20/2020,4296293852,Elementia SAB de CV,1 Dry - 0.8Mt/yr,1,DRY,,,0.8,Mt/yr,Martin Turecky,Tel: +1 207 594 5555,Fax: +1 207 954 8339
USA,USA0093,United States,Integrated,Pennsuco Plant,Titan Florida,"Medley, Florida",Operating,25.877824,-80.377344,GCD,Exact,,Titan Florida LLC,2.1,,http://www.titanamerica.com/our_company/business_activities/titan_florida_cement_and_aggregates/,2/4/2020,5066579091,Titan Cement International SA,1 Dry - 2.4Mt/yr,1,DRY,,,2.4,Mt/yr,Curtis Leonard,Tel: +1 305 364 2200,Fax: +1 305 364 2288
UZB,UZB0001,Uzbekistan,Integrated,,Akhangarancement (Eurocement),"Akhangaransky, Tashkent",Operating,40.931159,69.65255,GCD,Exact,4296135429,Akhangarantsement OAO,2.18,1961,https://www.eurocement.ru/cntnt/eng10/plants2/uzbekistan2/akhangaran1/akhangaran2.html,2/10/2020,4297884584,Eurocement Holding AG,"4 Wet - 2.0Mt/yr (3Mt/yr dry-line upgrade planned, 2019 onwards)",4,WET,,,2,Mt/yr,Bakhtiyer Nurulaev,Tel: +998 370 645 7000,Fax: +998 370 645 7003
VNM,VNM0001,Vietnam,Integrated,,Song Lam (Vissai Group),"Do Luong, Nghe An",Operating,18.939393,105.350969,GCD,Exact,5071400129,Vissai Ninh Binh JSC,6,,https://vissaigroup.vn/en/cement/,2/21/2020,5038914451,Hoang Phat Vissai Group Co Ltd,6Mt/yr,,,,,6,Mt/yr,,Tel: +84 47 848 204,Fax: +84 47 848 202
VNM,VNM0002,Vietnam,Integrated,,Vissai Group,"Thanh Liem, Bong Lang, Ha Nam",Operating,20.341771,105.91308,GCD,Exact,5035905327,Do Luong Cement JSC,3.6,,https://vissaigroup.vn/en/cement/,2/21/2020,5038914451,Hoang Phat Vissai Group Co Ltd,0.45Mt/yr (New 2.3Mt/yr line being built),,,,,0.45,Mt/yr,,,
VNM,VNM0003,Vietnam,Integrated,Ha Nam Joint Stock Company,Vissai Group,"Thanh Tan, Thanh Liem, Ha Nam",Operating,20.453618,105.886442,GCD,Exact,,Vissai Ha Nam JSC,3,,https://vissaigroup.vn/en/cement/,2/21/2020,5038914451,Hoang Phat Vissai Group Co Ltd,3.0Mt/yr,,,,,3,Mt/yr,,,
VNM,VNM0004,Vietnam,Integrated,Dong Banh Cement,Vissai Group,"Dong Banh, Lang Son",Operating,21.566872,106.492178,GCD,Exact,5035416818,Dong Banh Cement JSC,1,,https://vissaigroup.vn/en/cement/,2/21/2020,5038914451,Hoang Phat Vissai Group Co Ltd,1.0Mt/yr,,,,,1,Mt/yr,,Tel: +84 253 870 195,Fax: +84 253 872 957
YEM,YEM0002,Yemen,Integrated,Bajil Plant,Yemen Corporation of Cement Marketing and Industry,"Bajil, Hodeidah",Operating,15.032711,43.25929,GCD,Exact,5001076007,Yemen for Cement Industry & Marketing Corp,1.07,1973,http://yemen-cement.com/bajel/view.htm,2/21/2020,5001076007,Yemen for Cement Industry & Marketing Corp,1 Wet & 1 Dry - 1.1Mt/yr,1,WET,1,DRY,1.1,Mt/yr,Amin Ismail Al Shaibani,Tel: +967 126 4134,Fax: +967 126 3168
ZMB,ZMB0002,Zambia,Integrated,Ndola Plant,Dangote Cement,"Ndola, Copperbelt Province",Operating,-13.026214,28.778742,GCD,Exact,5001198258,Dangote Cement PLC,1.5,2015,http://www.dangotecement.com/operations/zambia/,2/7/2020,5001198258,Dangote Cement PLC,1.3Mt/yr,,,,,1.3,Mt/yr,Ram Prakesh Sharma,,
ZWE,ZWE0002,Zimbabwe,Integrated,Colleen Bawn Plant,PPC,"Colleen Bawn, Matabeleland South",Operating,-21.0072,29.212761,GCD,Exact,5071141699,PPC Zimbabwe Ltd,0.46,,https://ppc.africa/zw/about-us/our-history,2/15/2020,4295888664,PPC Ltd,4 Dry - 0.5Mt/yr,4,DRY,,,0.5,Mt/yr,J H Stobbs,Tel: +263 493 4300,Fax: +263 979 240 / +263 842 0275
ZWE,ZWE0003,Zimbabwe,Integrated,Bulawayo Plant,PPC,Bulawayo,Operating,-20.114474,28.685907,GCD,Exact,5071141699,PPC Zimbabwe Ltd,0.3,,https://ppc.africa/zw/about-us/our-history,2/15/2020,4295888664,PPC Ltd,1 Dry and 2 Semidry - 0.3Mt/yr,1,DRY,2,SEMIDRY,0.3,Mt/yr,J H Stobbs,Tel: +263 979 241 / +263 979 249,Fax: +263 979 240 / +263 929 6733
