iso3,uid,country,plant_type,gcd_plant_name,gcd_company_name,gcd_location,status,latitude,longitude,source,accuracy,permid,company_name,reported_capacity,reported_online_modernisation,owner_source,date_accessed,parent_permid,parent_name,desc,num_kilns_1,kiln_type_1,num_kilns_2,kiln_type_2,capacity,capacity_unit,contact,tel,fax
CHN,CHN0773,China,Integrated,,Xi’an Tielu Fengyang Cement,"Fengyang, Qianxian, Xianyang, Shaanxi",Operating,34.52634285,108.3592977,GCD,Approximate,,,,,,,,,2 Shaft - 0.16Mt/yr,,,,,0.16,Mt/yr,,+86-29-35498236,+86-29-35498236
CHN,CHN0774,China,Integrated,,Xi’an Yanta Cement,"No.17 Tuanjie West Road, Yanta, Xi’an, Shaanxi",Operating,34.21237185,108.936592099999,GCD,Approximate,,,,,,,,,2 Dry - 0.50Mt/yr,2.0,DRY,,,0.5,Mt/yr,,+86-29-84260587,+86-29-84263114
CHN,CHN0775,China,Integrated,,Yangxian Cement,"Qishi, Yangxian, Hanzhong, Shaanxi",Operating,33.1640213,107.3979219,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-916-8532588,+86-916-8532588
CHN,CHN0777,China,Integrated,,Yantai Anxing Cement,"Zhanggezhuang, Fushan, Yantai, Shandong",Operating,37.3764,121.186,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-535-6461162,+86-535-6461162
CHN,CHN0778,China,Integrated,,Yantai Haiyang Cement,"Xujiadian, Xujiadian, Haoyang, Yantai, Shandong",Operating,37.5340487999999,121.38946299999901,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-535-3862779,+86-535-3863515
CHN,CHN0779,China,Integrated,,Yaoxian Anjun Cement,"Sungu, Sunyan, Yaoxian, Tongchuan, Shaanxi",Operating,35.19601765,109.00472260000001,GCD,Approximate,,,,,,,,,5 Shaft - 0.35Mt/yr,,,,,0.35,Mt/yr,,+86-919-6728221,+86-919-6728221
CHN,CHN0783,China,Integrated,,Yibin Tianyuan Special Cement,"Moziwan, Yibin, Sichuan",Operating,28.5566979,104.7654389,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-813-3608698,+86-813-3608698
CHN,CHN0784,China,Integrated,,Yichang Jianxin Industrial,"Huayan Industrial Park, Wujiagang, Yichang, Hubei",Operating,30.6513361999999,111.3653709,GCD,Approximate,,,,,,,,,1 Dry - 0.37Mt/yr,1.0,DRY,,,0.37,Mt/yr,,+86-717-6560769,+86-717-6560625
CHN,CHN0785,China,Integrated,,Yimen Dongyuan Cement,"Dachunshu, Yimen, Yuxi, Yunnan",Operating,24.675563,102.098413,GCD,Approximate,,,,,,,,,1 Shaft - 0.12Mt/yr,,,,,0.12,Mt/yr,,+86-877-4861620,+86-877-4861620
CHN,CHN0786,China,Integrated,,Yingde Deli Rotary Cement,"Shakou, Yingde, Qingyuan, Guangdong",Operating,24.1976549,113.4054811,GCD,Approximate,,,,,,,,,1 Dry - 0.62Mt/yr,1.0,DRY,,,0.62,Mt/yr,,+86-763-2552882,+86-763-2552883
CHN,CHN0787,China,Integrated,,Yingde Yingma Cement,"Zhenyang Second Road, Yingde, Qingyuan, Guangdong",Operating,24.1976549,113.4054811,GCD,Approximate,,,,,,,,,2 Dry - 1.20Mt/yr,2.0,DRY,,,1.2,Mt/yr,,+86-763-2280161,+86-763-2280102
CHN,CHN0788,China,Integrated,,Yingjisha Zhelan Cement,"Yingjisha, Industrial Park, Kashi, Xinjiang",Operating,38.9679729,76.16184940000002,GCD,Approximate,,,,,,,,,2 Shaft - 0.13Mt/yr,,,,,0.13,Mt/yr,,+86-998-3625639,+86-998-3625978
CHN,CHN0789,China,Integrated,,Yixing Jinshu Cement Co Ltd,"Xinjie, Yixing, Wuxi, Jiangsu",Operating,31.3495972,119.81725300000001,GCD,Approximate,,,,,,,,,1 Dry - 1.56Mt/yr,1.0,DRY,,,1.56,Mt/yr,,+86-510-87351253,+86-510-87355666
CHN,CHN0790,China,Integrated,,Yixing Qinglongshan Cement,"Qiting Chemical Industrial Park, Yixing, Wuxi, Jiangsu",Operating,31.3495972,119.81725300000001,GCD,Approximate,,,,,,,,,1 Dry - 0.62Mt/yr,1.0,DRY,,,0.62,Mt/yr,,+86-510-87862555,+86-510-87862555
CHN,CHN0791,China,Integrated,,Yixing Shuanglong Cement,"Xinjie, Yixing, Wuxi, Jiangsu",Operating,31.3495972,119.81725300000001,GCD,Approximate,,,,,,,,,1 Dry - 0.47Mt/yr,1.0,DRY,,,0.47,Mt/yr,,+86-510-87131238,+86-510-87131238
CHN,CHN0792,China,Integrated,,Yongde Shihui Cement,"Tangtuwan, Zhongpu, Yongdeng, Lanzhou, Gansu",Operating,36.7331602,103.26155390000001,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-931-6423297,+86-931-6481346
CHN,CHN0794,China,Integrated,,Yuanmou Shilin Building Materials,"Yindi, Yuanmou, Chuxiong, Yunnan",Operating,25.639125500000002,101.8263577,GCD,Approximate,,,,,,,,,1 Shaft - 0.12Mt/yr,,,,,0.12,Mt/yr,,+86-878-8354369,+86-878-8354177
CHN,CHN0795,China,Integrated,,Yulin Beiliu Cement,"Yintang, Beiliu, Beiliu, Yulin, Guangxi",Operating,22.7068788,110.3502844,GCD,Approximate,,,,,,,,,3 Shaft - 0.38Mt/yr,,,,,0.38,Mt/yr,,+86-775-6222379,+86-775-6212123
CHN,CHN0796,China,Integrated,,Yulin Zhongshun Cement,"Henan Development Zone, Guiping, Guigang, Guangxi",Operating,23.3916357,110.07406399999901,GCD,Approximate,,,,,,,,,3 Shaft - 0.32Mt/yr,,,,,0.32,Mt/yr,,+86-775-2133271,+86-775-2133271
CHN,CHN0797,China,Integrated,,Yunlian Jinxin Cement,"Yunlian, Yunlian, Yibin, Sichuan",Operating,28.1702693999999,104.51034440000001,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-831-7729688,+86-831-7729688
CHN,CHN0798,China,Integrated,,Yunnan Cement,"Jiang’ao, Haikou, Xishan, Kunming, Yunnan",Operating,24.787929600000002,102.6058406,GCD,Approximate,,,,,,,,,1 Dry - 0.37Mt/yr,1.0,DRY,,,0.37,Mt/yr,,+86-871-8582231,+86-871-8582242
CHN,CHN0799,China,Integrated,,Yunnan Dingyuan Energy Building Materials,"Xingquan, Huaping, Lijiang, Yunnan",Operating,26.6126060999999,101.4240121,GCD,Approximate,,,,,,,,,1 Dry - 0.62Mt/yr,1.0,DRY,,,0.62,Mt/yr,,+86-888-6451386,+86-888-6451386
CHN,CHN0800,China,Integrated,Cement,Yunnan Hongta Industrial,"Sahngdeng Industrial Park, Dali, Yunnan",Operating,25.602391600000004,100.2449114,GCD,Approximate,,,,,,,,,4 Dry - 2.18Mt/yr,4.0,DRY,,,2.18,Mt/yr,,Yunnan Hongta Dianxi +86-872-2481070,+86-872-2481221
CHN,CHN0801,China,Integrated,,Yunnan Jiangchuan Cuifeng Cement,"Citongpu, Jiangcheng, Jiangchuan, Yuxi, Yunnan",Operating,24.4262104,102.8062352,GCD,Approximate,,,,,,,,,1 Dry - 0.47Mt/yr,1.0,DRY,,,0.47,Mt/yr,,+86-877-8095195,+86-877-8095596
CHN,CHN0802,China,Integrated,,Yunnan Shiping Yilong Cement,"No.155 Mafangchong, Zhong’an, Fuyuan, Qujing, Yunnan",Operating,25.599069,104.224435,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-873-4861836,+86-873-4861836
CHN,CHN0803,China,Integrated,,Yunnan Tonghai Xiushan Cement,"Tonghai, Yuxi, Yunnan",Operating,24.100275500000002,102.7085854,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-877-3665672,+86-877-3665676
CHN,CHN0804,China,Integrated,,Yunnan Wuding Dianwu Cement,"Jincheng, Wuding, Chuxiong, Yunnan",Operating,25.533131,102.4025616,GCD,Approximate,,,,,,,,,1 Shaft - 0.08Mt/yr,,,,,0.08,Mt/yr,,+86-878-8711288,+86-878-8711288
CHN,CHN0806,China,Integrated,,Yunnan Yingjiang Yunhan Cement,"Yunhanxiang, Pingyuan, Yingjiang, Dehong, Yunnan",Operating,24.896339,97.945787,GCD,Approximate,,,,,,,,,1 Dry - 0.62Mt/yr,1.0,DRY,,,0.62,Mt/yr,,+86-692-8182324,+86-692-8182324
CHN,CHN0808,China,Integrated,,Yunnan Yuandong Cement,"Yeyatang Xiqiao, Luliang, Qujing, Yunnan",Operating,25.0314329,103.6622775,GCD,Approximate,,,,,,,,,3 Dry - 1.93Mt/yr,3.0,DRY,,,1.93,Mt/yr,,+86-874-6866383,+86-874-6866558
CHN,CHN0809,China,Integrated,,Yunnan Yuxi Baifeng Cement Manufacture,"Liqi, Yuxi, Yunnan",Operating,24.3877,102.551,GCD,Approximate,,,,,,,,,1 Shaft - 0.12Mt/yr,,,,,0.12,Mt/yr,,+86-877-2151031,+86-877-2151036
CHN,CHN0810,China,Integrated,,Yunnan Yuxi Lianchi Industrial,"Beicheng, Hongta, Yuxi, Yunnan",Operating,24.431153,102.54749790000001,GCD,Approximate,,,,,,,,,2 Shaft - 0.16Mt/yr,,,,,0.16,Mt/yr,,+86-877-2092390,+86-877-2092390
CHN,CHN0812,China,Integrated,,Yunwei,"Huashan, Zhanyi, Qujing, Yunnan",Operating,25.7525,103.897,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-874-3064208,+86-874-3064308
CHN,CHN0813,China,Integrated,,Yuxi Daying Cement Manufacture,"Dayingjie, Hongta, Yuxi, Yunnan",Operating,24.3385,102.493,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-877-2782121,+86-877-2782149
CHN,CHN0814,China,Integrated,,Yuxi Longtan Cement,"Dayingjie, Hongta, Yuxi, Yunnan",Operating,24.3385,102.493,GCD,Approximate,,,,,,,,,1 Shaft - 0.12Mt/yr,,,,,0.12,Mt/yr,,+86-877-2787339,+86-877-2787336
CHN,CHN0816,China,Integrated,,Zhangqiu Huaming Cement,"Guanzhuang Jiwang Road, Zhangqiu, Jinan, Shandong",Operating,36.6932708999999,117.50840320000002,GCD,Approximate,,,,,,,,,1 Dry - 0.37Mt/yr,1.0,DRY,,,0.37,Mt/yr,,+86-531-83802766,+86-531-83802374
CHN,CHN0817,China,Integrated,,Zhangye Sanqiang Chemical Building Materials,"No.281 Dongyuan, Zhangye, Gansu",Operating,38.9365133999999,100.455632599999,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-936-8431792,+86-936-8431792
CHN,CHN0818,China,Integrated,,Zhanyi Cement,"No.3 Tiansheng Road, Xiping, Zhanyi, Qujing, Yunnan",Operating,25.6038477,103.8191696,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-874-3162653,+86-874-3162653
CHN,CHN0820,China,Integrated,,Zhaoshan Xinxing Group Hunan Liuyang Cement,"Yongxin, Tong’an, Liuyang, Hunan",Operating,28.1504849,113.6252406,GCD,Approximate,,,,,,,,,2 Dry - 2.03Mt/yr,2.0,DRY,,,2.03,Mt/yr,,+86-731-3206555,+86-731-3206000
CHN,CHN0821,China,Integrated,Zhejiang Anji Cement,Zhaoshan Xinxing Group ,"Dipu, Anji, Huzhou, Zhejiang",Operating,30.631726,119.686552,GCD,Approximate,,,,,,,,,2 Dry - 3.12Mt/yr,2.0,DRY,,,3.12,Mt/yr,,+86-572-5218817,+86-572-5219378
CHN,CHN0823,China,Integrated,,Zhejiang Changguang Group,"Changxing, Huzhou, Zhejiang",Operating,31.0278566,119.9066473,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-572-6207088,+86-572-6208991
CHN,CHN0825,China,Integrated,,Zhejiang Haiyan Qinfeng Cement,"Fengshan, Qinshan, Haiyan, Jiaxing, Zhejiang",Operating,30.4345719999999,120.92305800000001,GCD,Approximate,,,,,,,,,1 Dry - 0.62Mt/yr,1.0,DRY,,,0.62,Mt/yr,,+86-573-6400494,+86-573-6405161
CHN,CHN0826,China,Integrated,,Zhejiang Haolong Building Materials,"Yunxi, Yunxi, Qujiang, Quzhou, Zhejiang",Operating,28.925562300000003,119.02499340000001,GCD,Approximate,,,,,,,,,1 Dry - 0.62Mt/yr,1.0,DRY,,,0.62,Mt/yr,,+86-570-2828235,+86-570-2928965
CHN,CHN0837,China,Integrated,,Zhejiang Huaye Shaoyang Building Materials,"Shao, Xinshi, Deqing, Huzhou, Zhejiang",Operating,30.5429729999999,119.9724332,GCD,Approximate,,,,,,,,,1 Dry - 0.47Mt/yr,1.0,DRY,,,0.47,Mt/yr,,+86-572-8200108,+86-572-8200335
CHN,CHN0838,China,Integrated,,Zhejiang Jinshou Cement,"Hongshan Farm, Xiaoshan, Hangzhou, Zhejiang",Operating,30.1862431999999,120.25978980000001,GCD,Approximate,,,,,,,,,2 Dry - 1.56Mt/yr,2.0,DRY,,,1.56,Mt/yr,,+86-571-82699047,+86-571-82699047
CHN,CHN0840,China,Integrated,,Zhejiang Mingfeng Cement,"Zhengxiang Ditang Street, Yuyao, Zhejiang",Operating,30.0393082,121.1501449,GCD,Approximate,,,,,,,,,1 Dry - 1.20Mt/yr,1.0,DRY,,,1.2,Mt/yr,,+86-574-62232001,+86-574-62232002
CHN,CHN0842,China,Integrated,Yuhang Qianchao Cement,Zhejiang Qianchao Holding Group,"Xianlin, Yuhang, Hangzhou, Zhejiang",Operating,30.23244860000001,119.9961936,GCD,Approximate,,,,,,,,,2 Dry - 0.90Mt/yr,2.0,DRY,,,0.9,Mt/yr,,+86-571-88681401,+86-571-88681401
CHN,CHN0844,China,Integrated,,Zhejiang Qingshi Group,"Shiquan, Lin’an, Hangzhou, Zhejiang",Operating,30.2361284999999,119.72031750000001,GCD,Approximate,,,,,,,,,1 Dry - 0.47Mt/yr,1.0,DRY,,,0.47,Mt/yr,,+86-571-63782019,+86-571-63781776
CHN,CHN0845,China,Integrated,,Zhejiang Shengwei Group,"Yanxi Lingdong, Lanxi, Jinhua, Zhejiang",Operating,29.2102744,119.455392099999,GCD,Approximate,,,,,,,,,1 Dry - 0.62Mt/yr,1.0,DRY,,,0.62,Mt/yr,,+86-579-8256377,+86-579-8256288
CHN,CHN0846,China,Integrated,,Zhejiang Shuangying Enterprise Group,"Wupuban, Yingdianjie, Zhuji, Shaoxing, Zhejiang",Operating,29.8172219999999,120.113888999999,GCD,Approximate,,,,,,,,,1 Dry - 0.31Mt/yr,1.0,DRY,,,0.31,Mt/yr,,+86-575-87086118,+86-575-87086228
CHN,CHN0848,China,Integrated,,Zhejiang Xingbaolong Building Materials,"Lijiaxiang, Changxing, Huzhou, Zhejiang",Operating,31.0278566,119.9066473,GCD,Approximate,,,,,,,,,1 Dry - 0.50Mt/yr,1.0,DRY,,,0.5,Mt/yr,,+86-572-6061888,+86-572-6061888
CHN,CHN0849,China,Integrated,,Zhejiang Zhenda Cement,"Jianshe, Hongxi, Jiashan, Jiaxing, Zhejiang",Operating,30.832352,120.92186799999901,GCD,Approximate,,,,,,,,,1 Dry - 0.78Mt/yr,1.0,DRY,,,0.78,Mt/yr,,+86-573-84955888,+86-573-84955139
CHN,CHN0850,China,Integrated,,Zhejiang Zhonglida Group,"No.23 Beijiao Road, Qianyuan, Deqing, Huzhou, Zhejiang",Operating,30.5429729999999,119.9724332,GCD,Approximate,,,,,,,,,3 Dry - 2.20Mt/yr,3.0,DRY,,,2.2,Mt/yr,,+86-572-8425900,+86-572-8425900
CHN,CHN0852,China,Integrated,,Zhenxiong Nantai Cement,"Wufeng, Zhenxiang, Zhaotong, Yunnan",Operating,27.60447785,104.2921187,GCD,Approximate,,,,,,,,,3 Shaft - 0.25Mt/yr,,,,,0.25,Mt/yr,,+86-870-3129094,+86-870-3129094
CHN,CHN0853,China,Integrated,,Zhen’an Xiushan Cement,"Yongle, Zhen’an, Shangluo, Shaanxi",Operating,33.4217853,109.1580335,GCD,Approximate,,,,,,,,,1 Dry - 0.62Mt/yr,1.0,DRY,,,0.62,Mt/yr,,+86-914-5322711,+86-914-5322711
CHN,CHN0854,China,Integrated,,Zhongyang County Taoyuan Cement Plant,"Koutouping Ningxiang, Zhongyang, Luliang, Shanxi",Operating,37.2658831,111.213636599999,GCD,Approximate,,,,,,,,,1 Dry - 0.62Mt/yr,1.0,DRY,,,0.62,Mt/yr,,+86-358-5035012,+86-358-5035227
CHN,CHN0857,China,Integrated,,Zigong Cement,"Liangshuijing Da’an, Zigong, Sichuan",Operating,29.3367271,104.77652950000001,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-813-5101464,+86-813-5100519
CHN,CHN0858,China,Integrated,,Zigong Fushun Tongsi Cement,"No.238 Jiaotong Road, Tongsi, Fushun, Zigong, Sichuan",Operating,29.184244,104.9719324,GCD,Approximate,,,,,,,,,2 Shaft - 0.20Mt/yr,,,,,0.2,Mt/yr,,+86-813-7500219,+86-813-7500219
CHN,CHN0859,China,Integrated,,Ziyang Pengda Cement,"No.458 Lianhua Road, Yanjiang, Ziyang, Sichuan",Operating,30.0773268999999,104.7605605,GCD,Approximate,,,,,,,,,2 Shaft - 0.17Mt/yr,,,,,0.17,Mt/yr,,+86-832-6195553,+86-832-6195553
CHN,CHN0860,China,Integrated,,Ziyang Zheshan Cement,"Maliu Ziyang, Ankang, Shaanxi",Operating,32.298452600000005,108.19491310000001,GCD,Approximate,,,,,,,,,1 Shaft - 0.10Mt/yr,,,,,0.1,Mt/yr,,+86-915-4886042,+86-915-4886042
CHN,CHN0861,China,Integrated,,Zunyi Huafeng Cement,"Minjian, Huangjiaba, Meitan, Zunyi, Guizhou",Operating,27.735529,107.41138400000001,GCD,Approximate,,,,,,,,,4 Shaft - 0.45Mt/yr,,,,,0.45,Mt/yr,,+86-852-4314300,+86-852-4314652
CHN,CHN0862,China,Integrated,,Zunyi Jintang Cement,"Jiangtai, Gaoping, Zunyi, Zunyi, Guizhou",Operating,27.8096349999999,106.85201869999901,GCD,Approximate,,,,,,,,,2 Shaft - 0.17Mt/yr,,,,,0.17,Mt/yr,,+86-852-7761035,+86-852-7761135
CHN,CHN1268,China,,,China National Building Materials,,Operating,,,http://www.scement.cn/cn/map-hunan.aspx?id=129,Approximate,,"Hunan Changsha Nanfang Cement Co., Ltd.",,,http://www.scement.cn/cn/map-hunan.aspx?id=129,2020-02-14,5000060466.0,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN1269,China,,,China National Building Materials,,Operating,,,http://www.scement.cn/cn/map-hunan.aspx?id=26,Approximate,,"Hunan Longhui South Cement Co., Ltd.",,,http://www.scement.cn/cn/map-hunan.aspx?id=26,2020-02-14,5000060466.0,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN1270,China,,,China National Building Materials,,Operating,,,http://www.scement.cn/cn/map-hunan.aspx?id=124,Approximate,,"Jiangsu Nanfang Cement Co., Ltd.",,,http://www.scement.cn/cn/map-hunan.aspx?id=124,2020-02-14,5000060466.0,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN1271,China,,,,,Operating,,,http://www.scement.cn/cn/map-hunan.aspx?id=106,Approximate,,"Jiangxi Ji'an South Cement Co., Ltd.",,,http://www.scement.cn/cn/map-hunan.aspx?id=106,2020-02-14,5000060466.0,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN1272,China,,,China National Building Materials,,Operating,,,http://www.scement.cn/cn/map-hunan.aspx?id=107,Approximate,,"Jiangxi Lanyuan Cement Co., Ltd.",,,http://www.scement.cn/cn/map-hunan.aspx?id=107,2020-02-14,5000060466.0,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN1273,China,,,China National Building Materials,,Operating,,,http://www.scement.cn/cn/map-hunan.aspx?id=109,Approximate,,"Jiangxi Linchuan Nanfang Cement Co., Ltd.",,,http://www.scement.cn/cn/map-hunan.aspx?id=109,2020-02-14,5000060466.0,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN1274,China,,,China National Building Materials,,Operating,,,http://www.cucc.com.cn/aboutb_s62.html,Approximate,,"Jining Rencheng Zhonglian Cement Co., Ltd.",,,http://www.cucc.com.cn/aboutb_s62.html,2020-02-15,5000060466.0,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN1275,China,,,China National Building Materials,,Operating,,,http://www.scement.cn/cn/map-hunan.aspx?id=66,Approximate,,"Langxi County Sute Cement Co., Ltd.",,,http://www.scement.cn/cn/map-hunan.aspx?id=66,2020-02-14,5000060466.0,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN1276,China,,,Anhui Conch,,Operating,,,http://english.conch.cn/anhui160299544689519818715754026027294/list.aspx,Approximate,,Luzhou Conch Cement Co Ltd,,,http://english.conch.cn/anhui160299544689519818715754026027294/list.aspx,2020-02-11,4295864310.0,Anhui Conch Cement Co Ltd,,,,,,,,,,
CHN,CHN1277,China,,,,,Operating,,,http://www.hongshigroup.com/contact-us.html,Approximate,,Red Lion Holdings Group Co Ltd,,,http://www.hongshigroup.com/contact-us.html,2020-02-12,4297887333.0,Hongshi Holding Group Co Ltd,,,,,,,,,,
CHN,CHN1278,China,,,China National Building Materials,,Operating,,,http://www.scement.cn/cn/map-hunan.aspx?id=140,Approximate,,"Shanghai Haibao Cement (Group) Co., Ltd.",,,http://www.scement.cn/cn/map-hunan.aspx?id=140,2020-02-14,5000060466.0,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN1279,China,,,China National Building Materials,,Operating,,,http://www.scement.cn/cn/map-hunan.aspx?id=127,Approximate,,"Tongxiang Chongfu Southern Cement Co., Ltd.",,,http://www.scement.cn/cn/map-hunan.aspx?id=127,2020-02-14,5000060466.0,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN1280,China,,,China National Building Materials,,Operating,,,http://www.cucc.com.cn/aboutb_s83.html,Approximate,,"Xinye Zhonglian Cement Co., Ltd.",,,http://www.cucc.com.cn/aboutb_s83.html,2020-02-15,5000060466.0,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN1281,China,,,China National Building Materials,,Operating,,,http://www.cucc.com.cn/aboutb_s148.html,Approximate,,"Yuncheng Zhonglian Cement Co., Ltd.",,,http://www.cucc.com.cn/aboutb_s148.html,2020-02-15,5000060466.0,China National Building Materials Group Co Ltd,,,,,,,,,,
CHN,CHN1282,China,,,China National Building Materials,,Operating,,,http://www.scement.cn/cn/map-hunan.aspx?id=128,Approximate,,"Zhejiang Haiyan Nanfang Cement Co., Ltd.",,,http://www.scement.cn/cn/map-hunan.aspx?id=128,2020-02-14,5000060466.0,China National Building Materials Group Co Ltd,,,,,,,,,,
COL,COL0007,Colombia,Integrated,"Monjtebello, Antioquia Plant",Cementos El Cairo (Cementos Argos),Medellin,Operating,6.2180499000000005,-76.6526787,GCD,Approximate,,,,,,,,,4 Wet - 0.4Mt/yr,4.0,WET,,,0.4,Mt/yr,Mr Rojas,Tel: +57 4257 6911,Fax: +57 4251 2802
COL,COL0008,Colombia,Integrated,"Neira, Caldas Plant",Cementos de Caldas,"Los llanos, Manizales",Operating,5.1611902999999915,-75.4878259,GCD,Approximate,,,,,,,,,2 Dry - 0.25Mt/yr,2.0,Dry,,,0.25,Mt/yr,,+57 68 841 955,+57 68 841 018
COL,COL0031,Colombia,Integrated,,Empresa Colombiana de Cementos ‘EcoCementos’ (Cementos Molins and Grupo Corona),"Rio Claro, Sonsón, Antioquia",Operating,5.717201,-75.295551,GCD,Approximate,,,,,,,,,"1 Dry - 1.35Mt/yr (FLS turnkey project, with Spanish contractor OHL) Commissioned October 2019",1.0,DRY,,,1.35,Mt/yr,Juan Martinez,,
COD,COD0006,"Congo, the Democratic Republic of the",Integrated,,Nyumba Ya Akiba Cement (50% Lucky Cement / 50% Groupe Rawji),"Songololo, Bas Congo",Operating,-5.39825,13.98304236,GCD,Approximate,,,,,,,,,Nyumba Plant (commissioned late 2016) 1 Dry - 1.2Mt/yr,1.0,DRY,,,1.2,Mt/yr,,,
COD,COD0008,"Congo, the Democratic Republic of the",Grinding,"Goma Plant, North Kivu",Nyiragongo Cement,,Operating,-1.658598,29.220211,GCD,Approximate,,,,,,,,,Commissionsed April 2014 0.0175Mt/yr,,,,,0.0175,Mt/yr,,,
CRI,CRI0004,Costa Rica,Grinding,,Cementos Fortaleza/ PlyCem,"Salinas Esparza, Puntarenas Gebr.",Operating,9.990865,-84.667525,GCD,Approximate,,,,,,,,,0.3Mt/y,,,,,0.3,Mt/yr,,,
CIV,CIV0002,Côte d'Ivoire,Grinding,,Limak Africa (Limak Çimento / Akfirbat),Abidjan,Operating,5.363028,-3.9788040000000002,GCD,Approximate,,Limak Africa SA,,2018.0,http://www.limak.com.tr/sectors/cement/factories/limak-africa-sa-ivory-coast-grinding-and-packing-factory,2020-02-13,4298442379.0,Limak Holding AS,1Mt/yr (Due in 2019?),,,,,1.0,Mt/yr,,,
DJI,DJI0001,Djibouti,Integrated,,Cimenterie d’Ali Sabieh,"Gabode Yacunitlmi, Said",Operating,11.595547999999999,43.14885,GCD,Approximate,,,,,,,,,0.2Mt/yr,,,,,0.2,Mt/yr,,Tel: +253 21 345 093,
DOM,DOM0002,Dominican Republic,Grinding,Cemento Panamericano Plant,Cemento Panam,"Villa Gautier, San Pedro",Operating,18.4844903,-69.569469,GCD,Approximate,,,,,,,,,,,,,,,,,Tel: +1 809 541 8000 ( / 247 3434),
DOM,DOM0004,Dominican Republic,Grinding,Cementos Colon Plant,Cementos Colón en República Dominicana (Cementos Argos),"Bella Vista, Santo Domingo",Operating,18.4522046,-69.9484723,GCD,Approximate,,,,,,,,,,,,,,,,,Tel: +1 809 508 3939,Fax: +1 809 535 8305
ECU,ECU0003,Ecuador,Grinding,Cuenca Plant,Hormicreto,"Cuenca, Azuay",Operating,-2.86669075,-79.19333413,GCD,Approximate,,,,,,,,,0.3Mt/yr (Upgrades ongoing),,,,,0.3,Mt/yr,,,
EGY,EGY0022,Egypt,Grinding,SPEGYCO Plant,Spanish Egyptian Cement Company (SPEGYCO),"El Raswa, Port Said",Operating,31.233333000000002,32.3,GCD,Approximate,,,,,,,,,0.6Mt/yr,,,,,0.6,Mt/yr,Gamal A El Satar,Tel: +20 663 776 096,Fax: +20 663 776 937
ETH,ETH0001,Ethiopia,Grinding,Addis Ababa Plant,Avorniga,"Addis Ababa, Kirkos, Gotera",Operating,8.982078199999991,38.7584682,GCD,Approximate,,,,,,,,,0.16Mt/yr,,,,,0.16,Mt/yr,,,
ETH,ETH0006,Ethiopia,Integrated,HCSCo Plant,Habesha Cement (38% PPC),"Holeta, Oromia",Operating,9.06524709999999,38.4936764,GCD,Approximate,,,,,,,,,1.4Mt/yr,,,,,1.4,Mt/yr,Gizaw Mariam,Tel: +251 118 601 314,Fax: +215 114 667 044
ETH,ETH0011,Ethiopia,Grinding,Chancho Plant,National Cement,Chancho,Operating,9.307037,38.753103,GCD,Approximate,,,,,,,,,0.2Mt/yr,,,,,0.2,Mt/yr,,,
